,product_name,product_id,parent_category,Image_Front,frame_shape
1278,Woodpecker K8067 Brown Eyeglasses,22641,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9818.JPG,Rectangle
1279,Odysey OD660 Black Eyeglasses,22642,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9896.JPG,Rectangle
1280,Odysey OD289 Green Eyeglasses,22643,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9920.JPG,Rectangle
1281,Binli Wood B6084 Brown Eyeglasses,22644,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_9807_1.jpg,Oval
1282,Todaywear Kangsito 8017 Black Red Eyeglasses,22645,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9824.JPG,Rectangle
1283,Todaywear Optima A911 Black Eyeglasses,22647,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9962_2.JPG,Rectangle
1284,Todaywear Optima 2804-1 Black Eyeglasses,22648,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9974.JPG,Rectangle
1285,Todaywear Optima A908 Aqua Black Eyeglasses,22649,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9950_2.JPG,Rectangle
1286,Todaywear Optima A911 InkBlue Eyeglasses,22650,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0017_3.JPG,Rectangle
1287,Oakley Ox3102 Medium (Size-52) Grey 310204 Men Eyeglasses,22651,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9110.JPG,Rectangle
1288,Oakley Ox3109 Small (Size-50) Grey 310905 Men Eyeglasses,22652,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9104.JPG,Rectangle
1289,Ray-Ban Rx5114 Medium (Size-52) Black 2044 Men Eyeglasses,22677,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9035.JPG,Rectangle
1290,Ray-Ban Rx5184 Tortoise 2012 Men Eyeglasses,22678,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/lux-ray-ban-rx5184-2012-size-52-men-zyl-frame-eyeglasses_lux-ray-ban-rx5184-2012-size-52-men-zyl-frame-eyeglasses_m_0587.jpg,Wayfarer
1291,Ray-Ban Rx5206 Medium (Size-54) Tortoise 2445 Men Eyeglasses,22679,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/lux-ray-ban-rx5206-2445-size-54-men-zyl-frame-eyeglasses_j_0694.jpg,Rectangle
1292,Ray-Ban Rx5216 Medium (Size-54) Black 2000 Men Eyeglasses,22680,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9071.JPG,Wayfarer
1293,Ray-Ban Rx5228 Tortoise 2012 Unisex Eyeglasses,22681,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/lux-ray-ban-rx5228-2012-size-53-women-zyl-frame-eyeglasses_m_0636_1.jpg,Rectangle
1294,Ray-Ban Rx5234 Medium (Size-53) Black 5014 Women Eyeglasses,22682,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9041.JPG,Rectangle
1295,Ray-Ban Rx5248 Small (Size-49) Havana 2012 Men Eyeglasses,22683,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9077.JPG,Rectangle
1296,Ray-Ban Rx6182 Medium (Size-53) Metal 2502 Men Eyeglasses,22684,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/m_3796_2.jpg,Rectangle
1297,Ray-Ban Rx6182 Medium (Size-53) Silver 2509 Men Eyeglasses,22685,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/d_4398.jpg,Rectangle
1298,Oakley Ox3113 Medium (Size-53) Black 311301 Men Eyeglasses,22686,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/oakley_c_51.jpg,Rectangle
1299,Ray-Ban Rx6113 Medium (Size-52) Silver 2569 Men Eyeglasses,22687,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_8961.JPG,Rectangle
1300,Ray-Ban Rx6196 Small (Size-50) Black 2509 Men Eyeglasses,22688,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_8988.JPG,Rectangle
1301,Ray-Ban RX5184 2000 Size:52 Black Wayfarer Men's Eyeglasses,22692,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/lux-ray-ban-rx5184-2000-size-52-men-zyl-frame-eyeglasses_lux-ray-ban-rx5184-2000-size-52-men-zyl-frame-eyeglasses_m_9955.jpg,Wayfarer
1302,Ray-Ban Rx5236 Medium (Size-51) Dark Haven 2012 Men Eyeglasses,22693,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_9006.JPG,Rectangle
1303,Ray-Ban Rx6195 Medium (Size-53) Brown 2511 Men Eyeglasses,22694,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/j_0765.jpg,Rectangle
1304,Ray-Ban Rx7012 Medium (Size-51) Black 2000 Men Eyeglasses,22695,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_8994.JPG,Rectangle
1305,Pitt & Mitt FR 1015 C12 46 Black Grey Kids Eyeglasses,23198,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1068.JPG,Rectangle
1306,Pitt & Mitt FR 1015 C13 46 Red Kids Eyeglasses,23199,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1040.JPG,Rectangle
1307,Pitt & Mitt FR 1015 C15 46 Brown Kids Eyeglasses,23200,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0218_1.JPG,Rectangle
1308,Pitt & Mitt FR 1015 C1 - R 46 Black Red Kids Eyeglasses,23201,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0662.JPG,Rectangle
1309,Pitt & Mitt FR 1020 C12 46 Brown Aqua Blue Kids Eyeglasses,23203,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0702_1_1.JPG,Oval
1310,Pitt & Mitt FR 1020 C13 46 Pink Kids Eyeglasses,23204,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0714_2.JPG,Oval
1311,Pitt & Mitt FR 1020 C15 46 Black Orange Kids Eyeglasses,23205,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0682_2.JPG,Oval
1312,Pitt & Mitt FR 1020 C1 - R 46 Black Kids Eyeglasses,23206,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0678_2.JPG,Oval
1313,Pitt & Mitt FR 1020 C1 - W 46 Black White Eyeglasses,23207,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1048_2.JPG,Oval
1314,Pitt & Mitt FR 1023 C10 46 Brown Kids Eyeglasses,23208,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0706_2.JPG,Rectangle
1315,Pitt & Mitt FR 1023 C11 46 Brown Aqua Blue Kids Eyeglasses,23209,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_1128_1_1.jpg,Rectangle
1316,Pitt & Mitt FR 1023 C13 46 Green Kids Eyeglasses,23210,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1188.JPG,Rectangle
1317,Pitt & Mitt FR 1023 C1A 46 Black White Kids Eyeglasses,23211,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1144.JPG,Rectangle
1318,Pitt & Mitt FR 1023 C1B 46 Black Grey Eyeglasses,23212,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1064.JPG,Rectangle
1319,Pitt & Mitt FR 1026 C10 46 Pink Kids Eyeglasses,23213,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1116.JPG,Rectangle
1320,Pitt & Mitt FR 1026 C11 46 Yellow Purple Kids Eyeglasses,23214,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1156.JPG,Rectangle
1321,Pitt & Mitt FR 1026 C12 46 Orange Black Kids Eyeglasses,23215,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0698_2.JPG,Rectangle
1322,Pitt & Mitt FR 1026 C13 46 Pink Green Kids Eyeglasses,23216,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1176.JPG,Rectangle
1323,Pitt & Mitt FR 1026 C1 46 Black White Kids Eyeglasses,23217,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1160.JPG,Rectangle
1324,Pitt & Mitt FR 1027 C11 46 Aqua Blue White Kids Eyeglasses,23218,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1148.JPG,Rectangle
1325,Pitt & Mitt FR 1027 C13 46 Green Yellow Kids Eyeglasses,23219,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0658.JPG,Rectangle
1326,Pitt & Mitt FR 1027 C1 46 Black Grey Kids Eyeglasses,23220,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1108.JPG,Rectangle
1327,Pitt & Mitt FR 1027 C1 - R 46 Black Red Kids Eyeglasses,23221,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1088.JPG,Rectangle
1328,Pitt & Mitt FR 1031 C10 46 Brown Green Kids Eyeglasses,23222,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1104.JPG,Oval
1329,Pitt & Mitt FR 1031 C1 46 Black White Kids Eyeglasses,23223,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1076.JPG,Rectangle
1330,Pitt & Mitt FR 1031 C8 46 Blue White Kids Eyeglasses,23224,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1172.JPG,Rectangle
1331,Pitt & Mitt FR 1034 C1 45 White Kids Eyeglasses,23225,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0686_2.JPG,Rectangle
1332,Pitt & Mitt FR 1034 C3 45 Blue Kids Eyeglasses,23226,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0694_2.JPG,Rectangle
1333,Pitt & Mitt FR 1034 C4 45 Brown Kids Eyeglasses,23227,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0650_1.JPG,Rectangle
1334,Pitt & Mitt FR 1035 C10 46 Green Kids Eyeglasses,23229,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1152.JPG,Rectangle
1335,Pitt & Mitt FR 1035 C1 46 Black Orange Kids Eyeglasses,23230,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1168.JPG,Rectangle
1336,Pitt & Mitt FR 1035 C7 46 Black Orange Kids Eyeglasses,23231,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1164.JPG,Rectangle
1337,Pitt & Mitt FR 1035 C8 46 Brown Pink Eyeglasses,23232,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0654.JPG,Rectangle
1338,Pitt & Mitt FR 1036 C10 45 Green Kids Eyeglasses,23233,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0646_1.JPG,Rectangle
1339,Pitt & Mitt FR 1036 C1 45 Black Orange Kids Eyeglasses,23234,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1140.JPG,Rectangle
1340,Pitt & Mitt FR 1036 C7 45 Black Orange Kids Eyeglasses,23235,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1080.JPG,Rectangle
1341,Pitt & Mitt FR 1037 C1 44 Black Red Kids Eyeglasses,23238,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0666.JPG,Rectangle
1342,Pitt & Mitt FR 1037 C3 44  Kids Eyeglasses,23239,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1024.JPG,Rectangle
1343,Pitt & Mitt FR 1037 C4 44 Aqua Brown Blue Kids Eyeglasses,23240,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1056.JPG,Rectangle
1344,Pitt & Mitt FR 1037 C7 44 Aqua Blue Cream Kids Eyeglasses,23241,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_1112_1.jpg,Rectangle
1345,Pitt & Mitt FR 1037 C9 44 Blue Kids Eyeglasses,23243,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1028.JPG,Rectangle
1346,Pitt & Mitt FR 1038 C11 46 Pink Kids Eyeglasses,23244,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0718_2.JPG,Oval
1347,Pitt & Mitt FR 1038 C1 46 Black Red Kids Eyeglasses,23245,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1044_2.JPG,Oval
1348,Pitt & Mitt FR 1038 C4 46 Brown Aqua Blue Kids Eyeglasses,23246,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_1052_1.jpg,Oval
1349,Pitt & Mitt FR 1038 C8 46 Aqua Blue White Kids Eyeglasses,23247,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1072.JPG,Oval
1350,Pitt & Mitt FR 1038 C9 46 Brown Cream Kids Eyeglasses,23248,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_1097_3.jpg,Oval
1351,Pitt & Mitt FR 1039 C1 45 Black Kids Eyeglasses,23249,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1124.JPG,Rectangle
1352,Pitt & Mitt FR 1039 C2 45 Brown Purple Kids Eyeglasses,23250,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1136.JPG,Rectangle
1353,Pitt & Mitt FR 1039 C3 45 Black Blue Kids Eyeglasses,23251,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1092.JPG,Rectangle
1354,Pitt & Mitt FR 1039 C4 45 Brown Kids Eyeglasses,23252,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1180.JPG,Rectangle
1355,Pitt & Mitt FR 1039 C5 45 Green Kids Eyeglasses,23253,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1184.JPG,Rectangle
1356,Pitt & Mitt FR 1039 C6 45 Black Orange Kids Eyeglasses,23254,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1084.JPG,Rectangle
1357,Pitt & Mitt FR 1040 C10 45 Pink Black Kids Eyeglasses,23255,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1032.JPG,Rectangle
1358,Pitt & Mitt FR 1040 C1 45 White Black Kids Eyeglasses,23256,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1100.JPG,Rectangle
1359,Pitt & Mitt FR 1040 C7 45 Blue Kids Eyeglasses,23257,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0674.JPG,Rectangle
1360,Pitt & Mitt FR 1040 C8 45 Pink Purple Kids Eyeglasses,23258,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0670.JPG,Rectangle
1361,Pitt & Mitt FR 1040 C9 45 Orange Black Kids Eyeglasses,23259,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1060.JPG,Rectangle
1362,Oakley Ox3090 Medium (Size-53) Grey 22-195 Men Eyeglasses,23302,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/oakley_c.jpg,Rectangle
1363,Ray-Ban RX5225 2034 Size:54 Black Wayfarer Men's Eyeglasses,23303,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/J_4639_1.jpg,Wayfarer
1364,Ray-Ban Rx5228  Black 2000 Unisex Eyeglasses,23304,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/lux-ray-ban-rx5228-2000-size-53-eyeglasses_m_0425_2.jpg,Rectangle
1365,Vogue VO2689 1306 Medium (Size-51) Black White Men Eyeglasses,23318,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_0601_2_1.jpg,Rectangle
1366,Vogue VO3743 811 Small (Size-50) Dark Brown Women Eyeglasses,23322,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_0596_3.jpg,Rectangle
1367,Vogue VO3786 352S Medium (Size-51) Matte Black Women Eyeglasses,23323,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/img_0617_2_1.jpg,Rectangle
1368,Farenheit FA11204 Metal Eyeglasses,23324,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0809.JPG,Rectangle
1369,Farenheit FA11212 Golden Eyeglasses,23325,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0851.JPG,Rectangle
1370,Farenheit FA11206 Brown Eyeglasses,23326,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0845.JPG,Rectangle
1371,Farenheit FA11220 Brown Eyeglasses,23329,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0773.JPG,Rectangle
1372,Farenheit FA11201 Metal Eyeglasses,23330,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0857.JPG,Rectangle
1373,Farenheit FA11205 Golden Eyeglasses,23335,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0833.JPG,Rectangle
1374,Farenheit FA11214 Black Eyeglasses,23336,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0779.JPG,Rectangle
1375,Farenheit FA11205 Brown Eyeglasses,23337,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0797.JPG,Rectangle
1376,Farenheit FA11204 MattBlack Eyeglasses,23341,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1128_2.JPG,Rectangle
1377,Farenheit FA11206  Eyeglasses,23342,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0755.JPG,Rectangle
1378,Farenheit FA11215 Brown Eyeglasses,23345,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0965.JPG,Rectangle
1379,Farenheit FA11210 Golden Eyeglasses,23346,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1087.JPG,Rectangle
1380,Farenheit FA11202  Eyeglasses,23347,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1122_1.JPG,Rectangle
1381,Farenheit FA11213 Black Eyeglasses,23348,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1092_2.JPG,Rectangle
1382,Farenheit FA11201 Brown Eyeglasses,23349,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1187.JPG,Rectangle
1383,Farenheit FA11219  Eyeglasses,23350,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1146_1.JPG,Rectangle
1384,Farenheit FA11219 Black Eyeglasses,23352,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1140_2.JPG,Rectangle
1385,Farenheit FA11219 Brown Eyeglasses,23353,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1152_2.JPG,Rectangle
1386,Farenheit FA11203 Brown Eyeglasses,23355,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1098_1.JPG,Rectangle
1387,Farenheit FA11220  Eyeglasses,23358,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0941_1.JPG,Rectangle
1388,Farenheit FA11203 Wine Eyeglasses,23359,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1134_1.JPG,Rectangle
1389,Farenheit FA11217 Brown Eyeglasses,23360,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0935.JPG,Rectangle
1390,Farenheit FA11210 Blue Eyeglasses,23361,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1025_1.JPG,Rectangle
1391,Farenheit FA11215 Wine Eyeglasses,23362,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0887.JPG,Rectangle
1392,Farenheit FA11208 Brown Eyeglasses,23364,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1104_2.JPG,Rectangle
1393,Farenheit FA11213 Golden Eyeglasses,23365,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0989.JPG,Rectangle
1394,Farenheit FA11209 Golden Eyeglasses,23366,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1030_1.JPG,Rectangle
1395,Farenheit FA11214  Eyeglasses,23367,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0959.JPG,Rectangle
1396,Farenheit FA11213 Brown Eyeglasses,23368,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1170_1.JPG,Rectangle
1397,Farenheit FA11207 Golden Eyeglasses,23369,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0917.JPG,Rectangle
1398,Farenheit FA11212  Eyeglasses,23370,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0827.JPG,Rectangle
1399,Farenheit FA11208  Eyeglasses,23371,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1019.JPG,Rectangle
1400,Farenheit FA11209 Pink Eyeglasses,23374,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1182_1.JPG,Rectangle
1401,Farenheit FA11201 Black Eyeglasses,23375,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0839.JPG,Rectangle
1402,Farenheit FA11207  Eyeglasses,23376,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0899.JPG,Rectangle
1403,Farenheit FA11214 Golden Eyeglasses,23377,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0977.JPG,Rectangle
1404,Farenheit FA11204 Wine Eyeglasses,23378,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1035.JPG,Rectangle
1405,Farenheit FA11205 Black Eyeglasses,23379,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0995.JPG,Rectangle
1406,Farenheit FA11206 Black Eyeglasses,23381,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0983.JPG,Rectangle
1407,Farenheit FA11213  Eyeglasses,23382,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1007.JPG,Rectangle
1408,Farenheit FA11202 Black Eyeglasses,23383,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1164_2.JPG,Rectangle
1409,Farenheit FA11205  Eyeglasses,23385,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0785.JPG,Rectangle
1410,Farenheit FA11202 Brown Eyeglasses,23387,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1041_1.JPG,Rectangle
1411,Farenheit FA11210 Brown Eyeglasses,23388,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1076_2.JPG,Rectangle
1412,Farenheit FA11210 Pink Eyeglasses,23389,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_1071.JPG,Rectangle
1413,Farenheit FA11214 Brown Eyeglasses,23390,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_0971.JPG,Rectangle
1414,Oakley Ox3109 Small (Size-50) Black 650 Men Eyeglasses,23400,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_2306_4.JPG,Rectangle
1415,Ray-Ban Rx8402 Medium (Size-52) Silver 2501 Men Eyeglasses,23401,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_2343_1.JPG,Rectangle
1416,Ray-Ban Rx8404 Medium (Size-51) Metal 2502 Men Eyeglasses,23402,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/ray-ban-case_336.jpg,Rectangle
1417,Odysey Optima 6147 Brown C6 Eyeglasses,23599,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_2849_3.JPG,Rectangle
1418,Odysey Optima 6147 Pink C22 Eyeglasses,23600,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_2819_2.JPG,Rectangle
1419,Odysey Optima 6147 Black Purple C5 Eyeglasses,23601,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/IMG_2831_2.JPG,Rectangle
